transaction_id,amount,transaction_type,merchant_category,time_of_day
2684,1942,Bank Transfer,Groceries,Night
2685,517,POS,Travel,Evening
2686,4571,POS,Dining,Afternoon
2687,3488,Online,Groceries,Morning
2688,2666,Bank Transfer,Electronics,Evening
2689,1131,ATM Withdrawal,Dining,Night
2690,299,Online,Electronics,Night
2691,2839,Online,Electronics,Morning
2692,2219,Online,Cash,Afternoon
2693,4822,ATM Withdrawal,Groceries,Evening
2694,1410,Online,Clothing,Evening
2695,576,ATM Withdrawal,Travel,Morning
2696,1483,Online,Groceries,Evening
2697,1997,Bank Transfer,Cash,Morning
2698,3797,POS,Cash,Morning
2699,3875,Bank Transfer,Dining,Afternoon
2700,3270,Bank Transfer,Travel,Morning
2701,3557,Online,Cash,Evening
2702,3261,Bank Transfer,Clothing,Morning
2703,1726,Bank Transfer,Groceries,Evening
2704,1022,Bank Transfer,Clothing,Morning
2705,1320,Online,Dining,Afternoon
2706,4580,ATM Withdrawal,Groceries,Afternoon
2707,627,POS,Dining,Morning
2708,4746,POS,Travel,Morning
2709,4267,ATM Withdrawal,Travel,Morning
2710,1992,ATM Withdrawal,Clothing,Afternoon
2711,2238,Bank Transfer,Clothing,Night
2712,4830,POS,Travel,Morning
2713,478,ATM Withdrawal,Electronics,Night
2714,4126,Bank Transfer,Travel,Morning
2715,4365,POS,Groceries,Evening
2716,1149,Online,Dining,Afternoon
2717,1446,Online,Travel,Night
2718,546,POS,Travel,Night
2719,961,POS,Cash,Afternoon
2720,2823,Online,Dining,Night
2721,3016,Online,Cash,Morning
2722,4004,POS,Dining,Night
2723,1850,Bank Transfer,Groceries,Morning
2724,860,ATM Withdrawal,Dining,Night
2725,1981,ATM Withdrawal,Clothing,Evening
2726,1201,POS,Travel,Night
2727,3930,ATM Withdrawal,Dining,Night
2728,4638,Online,Groceries,Morning
2729,2072,Online,Dining,Afternoon
2730,3056,ATM Withdrawal,Travel,Evening
2731,4409,POS,Electronics,Afternoon
2732,3568,Online,Dining,Morning
2733,4521,Bank Transfer,Clothing,Evening
2734,314,Bank Transfer,Travel,Night
2735,4918,Online,Groceries,Afternoon
2736,2857,Online,Travel,Afternoon
2737,2445,ATM Withdrawal,Cash,Afternoon
2738,2814,POS,Electronics,Night
2739,1994,ATM Withdrawal,Groceries,Morning
2740,3946,POS,Electronics,Night
2741,722,Bank Transfer,Electronics,Night
2742,2905,Bank Transfer,Clothing,Morning
2743,1691,POS,Dining,Morning
2744,1343,ATM Withdrawal,Clothing,Night
2745,3208,Online,Clothing,Morning
2746,184,POS,Cash,Afternoon
2747,3215,ATM Withdrawal,Clothing,Evening
2748,1426,Bank Transfer,Groceries,Morning
2749,1997,Online,Dining,Evening
2750,4863,Bank Transfer,Dining,Afternoon
2751,1782,POS,Groceries,Morning
2752,4276,Bank Transfer,Clothing,Night
2753,1084,Bank Transfer,Clothing,Night
2754,4770,POS,Electronics,Afternoon
2755,601,Online,Electronics,Morning
2756,2988,POS,Cash,Night
2757,3992,ATM Withdrawal,Travel,Morning
2758,2420,POS,Electronics,Evening
2759,857,POS,Dining,Night
2760,503,Online,Groceries,Afternoon
2761,555,ATM Withdrawal,Clothing,Night
2762,2296,Bank Transfer,Travel,Afternoon
2763,2707,Bank Transfer,Electronics,Afternoon
2764,3847,Bank Transfer,Travel,Evening
2765,1550,Bank Transfer,Groceries,Evening
2766,893,Online,Groceries,Afternoon
2767,3966,ATM Withdrawal,Travel,Night
2768,3104,Online,Travel,Afternoon
2769,2375,POS,Cash,Morning
2770,3357,ATM Withdrawal,Travel,Morning
2771,3081,ATM Withdrawal,Clothing,Night
2772,3685,Bank Transfer,Dining,Night
2773,4725,Bank Transfer,Electronics,Evening
2774,962,Bank Transfer,Electronics,Morning
2775,3310,Bank Transfer,Electronics,Afternoon
2776,3745,POS,Travel,Afternoon
2777,3189,Bank Transfer,Travel,Morning
2778,2973,Online,Cash,Morning
2779,4037,ATM Withdrawal,Travel,Evening
2780,3257,POS,Cash,Morning
2781,4425,POS,Cash,Evening
2782,3367,ATM Withdrawal,Clothing,Night
2783,4981,ATM Withdrawal,Clothing,Night
2784,4858,ATM Withdrawal,Clothing,Morning
2785,2714,POS,Clothing,Morning
2786,1047,Online,Groceries,Morning
2787,80,Online,Clothing,Morning
2788,2884,ATM Withdrawal,Clothing,Afternoon
2789,115,POS,Clothing,Afternoon
2790,779,Bank Transfer,Cash,Night
2791,2019,POS,Electronics,Afternoon
2792,2950,ATM Withdrawal,Electronics,Morning
2793,2202,POS,Electronics,Evening
2794,3505,POS,Dining,Night
2795,4321,POS,Groceries,Morning
2796,4365,Bank Transfer,Cash,Afternoon
2797,943,ATM Withdrawal,Travel,Evening
2798,584,ATM Withdrawal,Cash,Evening
2799,3940,ATM Withdrawal,Clothing,Afternoon
2800,4390,Online,Electronics,Morning
2801,4097,Online,Cash,Evening
2802,2541,ATM Withdrawal,Groceries,Evening
2803,2429,POS,Clothing,Afternoon
2804,79,POS,Dining,Evening
2805,4484,ATM Withdrawal,Travel,Evening
2806,1312,Bank Transfer,Clothing,Evening
2807,3824,Bank Transfer,Travel,Night
2808,2359,POS,Cash,Morning
2809,264,POS,Clothing,Morning
2810,1717,Online,Dining,Afternoon
2811,4797,Bank Transfer,Cash,Morning
2812,843,POS,Groceries,Evening
2813,2774,POS,Travel,Morning
2814,2481,ATM Withdrawal,Travel,Night
2815,3752,Online,Groceries,Evening
2816,2045,Bank Transfer,Travel,Evening
2817,1977,Bank Transfer,Cash,Night
2818,109,Online,Electronics,Night
2819,1862,POS,Groceries,Morning
2820,3193,Bank Transfer,Dining,Morning
2821,2365,Bank Transfer,Clothing,Morning
2822,121,Bank Transfer,Clothing,Night
2823,3168,ATM Withdrawal,Groceries,Morning
2824,192,Online,Electronics,Afternoon
2825,3862,Bank Transfer,Cash,Morning
2826,174,Online,Dining,Night
2827,2147,POS,Clothing,Night
2828,2033,Online,Clothing,Afternoon
2829,464,ATM Withdrawal,Cash,Evening
2830,2295,ATM Withdrawal,Electronics,Afternoon
2831,4832,Online,Travel,Night
2832,551,ATM Withdrawal,Groceries,Evening
2833,2675,Bank Transfer,Electronics,Afternoon
2834,2459,ATM Withdrawal,Electronics,Afternoon
2835,4947,POS,Electronics,Evening
2836,3943,Online,Electronics,Afternoon
2837,2896,Online,Travel,Evening
2838,4624,POS,Cash,Morning
2839,4302,POS,Dining,Evening
2840,3914,POS,Electronics,Afternoon
2841,1698,POS,Electronics,Morning
2842,1647,Bank Transfer,Groceries,Night
2843,4738,ATM Withdrawal,Clothing,Night
2844,4680,ATM Withdrawal,Travel,Night
2845,4092,Bank Transfer,Electronics,Afternoon
2846,1900,POS,Dining,Morning
2847,3215,Online,Dining,Evening
2848,487,Online,Dining,Night
2849,2376,Online,Groceries,Night
2850,2536,POS,Dining,Morning
2851,376,Bank Transfer,Cash,Morning
2852,1846,Bank Transfer,Groceries,Morning
2853,1725,Bank Transfer,Travel,Afternoon
2854,22,ATM Withdrawal,Dining,Morning
2855,545,ATM Withdrawal,Clothing,Evening
2856,3249,ATM Withdrawal,Electronics,Evening
2857,2327,ATM Withdrawal,Travel,Night
2858,4052,Online,Cash,Evening
2859,385,Online,Clothing,Morning
2860,1734,Bank Transfer,Travel,Evening
2861,266,ATM Withdrawal,Cash,Night
2862,2274,Bank Transfer,Dining,Afternoon
2863,459,POS,Travel,Evening
2864,903,ATM Withdrawal,Travel,Night
2865,3222,ATM Withdrawal,Travel,Night
2866,1194,Bank Transfer,Groceries,Morning
2867,3233,Bank Transfer,Clothing,Night
2868,1318,POS,Cash,Evening
2869,4715,Bank Transfer,Dining,Night
2870,926,ATM Withdrawal,Electronics,Night
2871,157,Online,Dining,Morning
2872,4761,POS,Dining,Morning
2873,2124,POS,Groceries,Evening
2874,4026,ATM Withdrawal,Groceries,Night
2875,3950,Online,Travel,Afternoon
2876,4081,Bank Transfer,Dining,Night
2877,2805,Bank Transfer,Clothing,Afternoon
2878,452,Online,Groceries,Evening
2879,2954,Online,Cash,Morning
2880,3946,ATM Withdrawal,Groceries,Evening
2881,408,Bank Transfer,Clothing,Morning
2882,1161,ATM Withdrawal,Groceries,Morning
2883,3802,Bank Transfer,Clothing,Night
2884,3005,Bank Transfer,Electronics,Night
2885,2226,Online,Clothing,Morning
2886,1717,ATM Withdrawal,Electronics,Afternoon
2887,3341,Online,Cash,Afternoon
2888,1997,ATM Withdrawal,Travel,Night
2889,4612,Bank Transfer,Travel,Evening
2890,2578,POS,Groceries,Afternoon
2891,170,POS,Clothing,Morning
2892,4445,ATM Withdrawal,Groceries,Night
2893,3914,ATM Withdrawal,Clothing,Night
2894,3583,Online,Groceries,Morning
2895,3187,Bank Transfer,Travel,Evening
2896,1835,POS,Cash,Morning
2897,3934,Online,Travel,Evening
2898,1633,ATM Withdrawal,Groceries,Night
2899,1186,Bank Transfer,Clothing,Evening
2900,4928,Online,Dining,Morning
2901,3730,Online,Cash,Night
2902,4890,ATM Withdrawal,Clothing,Afternoon
2903,3230,Bank Transfer,Groceries,Night
2904,3269,POS,Clothing,Morning
2905,140,Online,Electronics,Morning
2906,3572,ATM Withdrawal,Clothing,Night
2907,1509,Online,Travel,Night
2908,2798,ATM Withdrawal,Travel,Night
2909,4886,ATM Withdrawal,Electronics,Evening
2910,3718,ATM Withdrawal,Cash,Afternoon
2911,1717,Bank Transfer,Clothing,Evening
2912,1779,POS,Cash,Morning
2913,1328,Bank Transfer,Dining,Night
2914,3389,POS,Clothing,Evening
2915,2783,ATM Withdrawal,Travel,Evening
2916,3000,POS,Travel,Morning
2917,3054,Bank Transfer,Cash,Evening
2918,385,Online,Groceries,Morning
2919,3046,Bank Transfer,Travel,Evening
2920,670,Bank Transfer,Groceries,Afternoon
2921,1413,Bank Transfer,Travel,Morning
2922,750,Bank Transfer,Travel,Afternoon
2923,313,Bank Transfer,Dining,Evening
2924,1095,POS,Groceries,Afternoon
2925,4891,POS,Groceries,Afternoon
2926,3189,Online,Travel,Afternoon
2927,1220,Bank Transfer,Groceries,Evening
2928,3044,Bank Transfer,Travel,Morning
2929,238,Online,Travel,Evening
2930,3129,Online,Cash,Evening
2931,1864,ATM Withdrawal,Clothing,Evening
2932,277,Online,Groceries,Morning
2933,2784,Online,Electronics,Night
2934,2859,Online,Cash,Evening
2935,4359,ATM Withdrawal,Groceries,Evening
2936,4975,POS,Groceries,Morning
2937,2144,ATM Withdrawal,Dining,Night
2938,3469,POS,Electronics,Night
2939,2279,Online,Electronics,Night
2940,999,ATM Withdrawal,Dining,Night
2941,4502,ATM Withdrawal,Dining,Morning
2942,947,POS,Groceries,Morning
2943,449,ATM Withdrawal,Clothing,Night
2944,2368,ATM Withdrawal,Dining,Afternoon
2945,2017,Bank Transfer,Electronics,Morning
2946,3355,POS,Electronics,Afternoon
2947,4140,ATM Withdrawal,Groceries,Afternoon
2948,4826,ATM Withdrawal,Clothing,Night
2949,3753,Online,Travel,Night
2950,528,Bank Transfer,Dining,Evening
2951,278,Bank Transfer,Dining,Afternoon
2952,4743,Online,Groceries,Evening
2953,4195,Online,Cash,Night
2954,1398,Online,Cash,Afternoon
2955,1704,Online,Clothing,Morning
2956,3283,Bank Transfer,Electronics,Evening
2957,1399,ATM Withdrawal,Electronics,Night
2958,3875,ATM Withdrawal,Travel,Afternoon
2959,3039,Online,Electronics,Night
2960,2345,POS,Cash,Evening
2961,3684,Online,Cash,Night
2962,4586,ATM Withdrawal,Dining,Night
2963,510,POS,Travel,Morning
2964,1671,Online,Clothing,Night
2965,2109,POS,Travel,Afternoon
2966,112,Online,Clothing,Afternoon
2967,2756,Bank Transfer,Cash,Morning
2968,3286,ATM Withdrawal,Electronics,Afternoon
2969,3095,Online,Groceries,Night
2970,3547,POS,Travel,Night
2971,1337,ATM Withdrawal,Travel,Afternoon
2972,2484,Online,Dining,Evening
2973,1689,Online,Dining,Night
2974,3756,Online,Cash,Afternoon
2975,2572,Online,Clothing,Night
2976,4173,Bank Transfer,Groceries,Night
2977,3327,ATM Withdrawal,Dining,Morning
2978,2446,Bank Transfer,Dining,Afternoon
2979,317,ATM Withdrawal,Electronics,Night
2980,4006,Online,Electronics,Evening
2981,1099,ATM Withdrawal,Cash,Afternoon
2982,4565,POS,Cash,Evening
2983,2404,ATM Withdrawal,Dining,Afternoon
2984,4014,POS,Clothing,Evening
2985,676,POS,Groceries,Evening
2986,4173,Bank Transfer,Dining,Afternoon
2987,2244,ATM Withdrawal,Clothing,Morning
2988,1246,Online,Clothing,Morning
2989,1633,ATM Withdrawal,Dining,Afternoon
2990,1384,Bank Transfer,Clothing,Night
2991,3321,POS,Travel,Afternoon
2992,186,POS,Clothing,Afternoon
2993,1363,Bank Transfer,Dining,Night
2994,2938,Bank Transfer,Clothing,Afternoon
2995,635,ATM Withdrawal,Dining,Afternoon
2996,2664,POS,Electronics,Night
2997,3618,Bank Transfer,Dining,Night
2998,3725,ATM Withdrawal,Clothing,Morning
2999,4284,ATM Withdrawal,Dining,Evening
3000,404,Online,Groceries,Evening
3001,1178,POS,Dining,Morning
3002,4981,ATM Withdrawal,Dining,Morning
3003,207,Bank Transfer,Groceries,Evening
3004,978,POS,Groceries,Morning
3005,3918,Bank Transfer,Groceries,Afternoon
3006,3165,Bank Transfer,Cash,Morning
3007,4774,ATM Withdrawal,Travel,Morning
3008,2514,ATM Withdrawal,Cash,Morning
3009,1286,Online,Dining,Morning
3010,4177,Bank Transfer,Cash,Evening
3011,4328,ATM Withdrawal,Cash,Night
3012,1279,Online,Groceries,Evening
3013,1374,POS,Groceries,Evening
3014,933,Online,Electronics,Night
3015,480,Online,Cash,Evening
3016,3026,Bank Transfer,Travel,Afternoon
3017,2064,POS,Dining,Night
3018,4293,Bank Transfer,Clothing,Afternoon
3019,2061,Bank Transfer,Travel,Evening
3020,2964,Online,Travel,Evening
3021,1158,Online,Electronics,Night
3022,3096,ATM Withdrawal,Dining,Evening
3023,969,Online,Dining,Morning
3024,639,ATM Withdrawal,Groceries,Afternoon
3025,784,Bank Transfer,Groceries,Afternoon
3026,369,Online,Travel,Morning
3027,527,POS,Electronics,Night
3028,1353,POS,Dining,Night
3029,1979,Bank Transfer,Electronics,Morning
3030,3237,Bank Transfer,Clothing,Morning
3031,2909,Online,Dining,Afternoon
3032,944,ATM Withdrawal,Groceries,Morning
3033,1996,Online,Travel,Morning
3034,386,ATM Withdrawal,Electronics,Morning
3035,3570,Online,Groceries,Evening
3036,1784,POS,Travel,Morning
3037,1515,POS,Groceries,Evening
3038,2664,ATM Withdrawal,Dining,Afternoon
3039,1020,Online,Electronics,Afternoon
3040,3487,Bank Transfer,Clothing,Night
3041,1240,ATM Withdrawal,Cash,Afternoon
3042,1187,POS,Groceries,Night
3043,3867,ATM Withdrawal,Cash,Evening
3044,2105,Online,Electronics,Morning
3045,1682,Bank Transfer,Dining,Afternoon
3046,1938,Bank Transfer,Groceries,Morning
3047,3849,ATM Withdrawal,Dining,Night
3048,3188,Online,Clothing,Evening
3049,4278,Online,Clothing,Afternoon
3050,2563,Bank Transfer,Travel,Morning
3051,2455,POS,Travel,Night
3052,4399,Online,Travel,Morning
3053,561,Bank Transfer,Dining,Afternoon
3054,2907,Bank Transfer,Travel,Morning
3055,1049,Online,Electronics,Evening
3056,894,Online,Cash,Afternoon
3057,3061,ATM Withdrawal,Cash,Night
3058,4239,POS,Dining,Afternoon
3059,4876,ATM Withdrawal,Dining,Night
3060,3607,ATM Withdrawal,Travel,Night
3061,2565,Bank Transfer,Cash,Afternoon
3062,1099,Bank Transfer,Cash,Night
3063,4585,POS,Travel,Afternoon
3064,4968,ATM Withdrawal,Dining,Evening
3065,468,ATM Withdrawal,Clothing,Evening
3066,4731,Bank Transfer,Clothing,Morning
3067,4264,Bank Transfer,Travel,Evening
3068,2017,Online,Clothing,Night
3069,1930,ATM Withdrawal,Electronics,Morning
3070,4537,POS,Electronics,Morning
3071,1013,ATM Withdrawal,Electronics,Afternoon
3072,3093,Bank Transfer,Dining,Morning
3073,2124,Online,Dining,Afternoon
3074,2599,ATM Withdrawal,Dining,Morning
3075,2153,POS,Dining,Evening
3076,4320,Bank Transfer,Dining,Afternoon
3077,2251,Online,Travel,Night
3078,4990,ATM Withdrawal,Clothing,Morning
3079,2096,POS,Travel,Evening
3080,948,Bank Transfer,Clothing,Evening
3081,4311,POS,Travel,Afternoon
3082,3980,ATM Withdrawal,Electronics,Afternoon
3083,4009,Bank Transfer,Groceries,Afternoon
3084,4660,ATM Withdrawal,Dining,Night
3085,3418,Online,Groceries,Night
3086,780,ATM Withdrawal,Groceries,Night
3087,258,Online,Electronics,Morning
3088,382,ATM Withdrawal,Groceries,Night
3089,2936,POS,Groceries,Afternoon
3090,3867,POS,Electronics,Evening
3091,4940,Bank Transfer,Clothing,Evening
3092,711,POS,Travel,Afternoon
3093,2195,POS,Cash,Night
3094,951,Online,Groceries,Night
3095,3924,POS,Dining,Afternoon
3096,803,Online,Electronics,Evening
3097,687,Online,Groceries,Morning
3098,1571,Online,Cash,Evening
3099,4063,ATM Withdrawal,Clothing,Night
3100,462,Online,Clothing,Evening
3101,2476,ATM Withdrawal,Cash,Night
3102,3666,Online,Dining,Evening
3103,4156,ATM Withdrawal,Groceries,Afternoon
3104,3764,Bank Transfer,Dining,Night
3105,219,Bank Transfer,Clothing,Morning
3106,4993,ATM Withdrawal,Clothing,Morning
3107,1936,Bank Transfer,Travel,Afternoon
3108,4955,POS,Clothing,Evening
3109,3976,Online,Electronics,Afternoon
3110,1887,ATM Withdrawal,Travel,Afternoon
3111,636,Bank Transfer,Dining,Morning
3112,2736,Bank Transfer,Clothing,Morning
3113,1468,POS,Cash,Night
3114,2834,Online,Electronics,Night
3115,1260,POS,Travel,Night
3116,4768,ATM Withdrawal,Electronics,Afternoon
3117,4373,Bank Transfer,Travel,Afternoon
3118,2173,Bank Transfer,Travel,Night
3119,1633,Bank Transfer,Travel,Morning
3120,1863,POS,Cash,Morning
3121,763,POS,Dining,Evening
3122,1878,Online,Travel,Night
3123,191,ATM Withdrawal,Travel,Afternoon
3124,1523,Online,Electronics,Evening
3125,912,Online,Travel,Evening
3126,3354,Bank Transfer,Dining,Evening
3127,3463,POS,Cash,Night
3128,3617,ATM Withdrawal,Cash,Night
3129,2566,Online,Electronics,Night
3130,2149,ATM Withdrawal,Travel,Morning
3131,4254,Bank Transfer,Electronics,Evening
3132,2174,Online,Cash,Morning
3133,2622,POS,Dining,Night
3134,2031,Online,Electronics,Morning
3135,2831,Bank Transfer,Dining,Morning
3136,2291,Online,Clothing,Afternoon
3137,1580,Bank Transfer,Travel,Night
3138,1982,Online,Dining,Evening
3139,3996,ATM Withdrawal,Travel,Night
3140,2254,POS,Dining,Morning
3141,2452,Bank Transfer,Groceries,Night
3142,723,ATM Withdrawal,Groceries,Night
3143,3555,Bank Transfer,Groceries,Afternoon
3144,232,Online,Dining,Afternoon
3145,873,Bank Transfer,Cash,Night
3146,4635,Bank Transfer,Cash,Afternoon
3147,1435,POS,Travel,Morning
3148,2314,ATM Withdrawal,Groceries,Morning
3149,663,Online,Travel,Morning
3150,1169,POS,Dining,Afternoon
3151,1852,Bank Transfer,Travel,Night
3152,453,POS,Travel,Morning
3153,2475,Bank Transfer,Groceries,Evening
3154,4679,Online,Cash,Morning
3155,4446,Bank Transfer,Electronics,Night
3156,2867,POS,Clothing,Morning
3157,1290,POS,Dining,Evening
3158,3049,Bank Transfer,Dining,Morning
3159,3805,ATM Withdrawal,Dining,Morning
3160,3647,POS,Clothing,Night
3161,3768,ATM Withdrawal,Electronics,Morning
3162,109,ATM Withdrawal,Cash,Morning
3163,2096,ATM Withdrawal,Travel,Afternoon
3164,2320,ATM Withdrawal,Cash,Night
3165,4255,POS,Dining,Night
3166,2747,POS,Travel,Night
3167,1617,ATM Withdrawal,Groceries,Night
3168,2963,POS,Cash,Morning
3169,3991,ATM Withdrawal,Groceries,Evening
3170,3204,ATM Withdrawal,Groceries,Evening
3171,4349,ATM Withdrawal,Cash,Afternoon
3172,4692,Bank Transfer,Dining,Morning
3173,3102,Online,Clothing,Night
3174,2972,POS,Dining,Night
3175,2672,POS,Groceries,Evening
3176,865,ATM Withdrawal,Groceries,Afternoon
3177,2156,Bank Transfer,Dining,Morning
3178,4935,Bank Transfer,Clothing,Afternoon
3179,1396,POS,Clothing,Morning
3180,1726,ATM Withdrawal,Travel,Afternoon
3181,4161,POS,Electronics,Afternoon
3182,1735,ATM Withdrawal,Groceries,Night
3183,1963,ATM Withdrawal,Clothing,Evening
3184,194,Online,Cash,Night
3185,531,ATM Withdrawal,Groceries,Evening
3186,2321,Online,Electronics,Afternoon
3187,1258,POS,Cash,Morning
3188,1668,POS,Groceries,Night
3189,1012,Bank Transfer,Clothing,Morning
3190,3237,Online,Travel,Night
3191,3148,POS,Dining,Night
3192,1938,Online,Cash,Night
3193,403,POS,Dining,Morning
3194,1627,Online,Clothing,Night
3195,3651,Online,Clothing,Night
3196,670,ATM Withdrawal,Cash,Night
3197,4174,POS,Electronics,Morning
3198,329,Bank Transfer,Cash,Night
3199,2234,ATM Withdrawal,Groceries,Morning
3200,593,Bank Transfer,Electronics,Evening
3201,3610,Online,Dining,Night
3202,591,ATM Withdrawal,Groceries,Afternoon
3203,3706,Online,Electronics,Evening
3204,1777,POS,Dining,Morning
3205,1566,POS,Groceries,Afternoon
3206,1808,Bank Transfer,Travel,Morning
3207,4216,POS,Cash,Morning
3208,1008,Bank Transfer,Cash,Night
3209,767,Online,Cash,Afternoon
3210,292,ATM Withdrawal,Travel,Morning
3211,4906,POS,Electronics,Evening
3212,140,Online,Clothing,Night
3213,1303,ATM Withdrawal,Groceries,Evening
3214,70,Online,Electronics,Evening
3215,2221,Bank Transfer,Clothing,Night
3216,1558,Online,Cash,Morning
3217,4377,Bank Transfer,Cash,Evening
3218,1791,Bank Transfer,Cash,Morning
3219,47,POS,Clothing,Morning
3220,3641,Bank Transfer,Groceries,Night
3221,2674,Bank Transfer,Groceries,Evening
3222,483,Online,Clothing,Evening
3223,68,Bank Transfer,Dining,Night
3224,2646,Bank Transfer,Cash,Morning
3225,2624,Online,Electronics,Morning
3226,2624,ATM Withdrawal,Groceries,Night
3227,4488,POS,Clothing,Morning
3228,1421,Online,Dining,Morning
3229,94,Bank Transfer,Travel,Evening
3230,1543,Online,Clothing,Morning
3231,3807,ATM Withdrawal,Dining,Morning
3232,2684,Online,Travel,Morning
3233,2883,Online,Dining,Morning
3234,3130,Online,Groceries,Night
3235,1100,Online,Clothing,Night
3236,2844,Bank Transfer,Travel,Night
3237,4234,Online,Dining,Morning
3238,2086,ATM Withdrawal,Travel,Night
3239,3200,Online,Electronics,Afternoon
3240,4797,Online,Clothing,Afternoon
3241,4238,Bank Transfer,Groceries,Afternoon
3242,1218,Bank Transfer,Travel,Evening
3243,3587,Online,Cash,Morning
3244,4751,Bank Transfer,Dining,Evening
3245,2591,Bank Transfer,Cash,Night
3246,3797,Online,Travel,Morning
3247,525,Bank Transfer,Cash,Afternoon
3248,2222,POS,Dining,Morning
3249,2984,POS,Travel,Evening
3250,942,POS,Groceries,Night
