customer_id,salary_deposits,total_expenses,risk_level
5958,6408,5420,medium
5959,7113,2387,low
5960,10419,11139,medium
5961,4881,1491,low
5962,4865,5728,low
5963,4575,12248,low
5964,14714,12651,medium
5965,8185,8546,low
5966,10656,6950,low
5967,7741,4104,high
5968,2277,1583,medium
5969,14306,9126,high
5970,2065,520,low
5971,6262,11614,low
5972,7704,10617,medium
5973,10594,10164,low
5974,14175,1599,medium
5975,9989,7341,low
5976,14696,3137,low
5977,8255,9081,low
5978,9441,8244,low
5979,13670,3913,low
5980,13636,7957,low
5981,6692,11307,high
5982,6419,1854,low
5983,9960,6902,medium
5984,8078,5021,medium
5985,13231,5625,low
5986,3437,505,low
5987,10620,8882,medium
5988,12874,8839,medium
5989,12969,13192,medium
5990,9032,4853,medium
5991,7731,4050,high
5992,5378,13611,low
5993,10584,8531,low
5994,8347,4605,medium
5995,8401,9802,low
5996,8629,12525,medium
5997,6541,13625,low
5998,9876,5583,low
5999,10533,9316,medium
6000,10324,12817,low
